Year,Scientific Name,English Name,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Identified Wildlife,Land Use Objectives,Biogeoclimatic Units,Ecosection,Forest District,MOE Region,Regional Dist,Municipality,Ecosystem Group,Endemic,CF Action Groups,CF Highest Priority,CF Priority Goal 1,CF Priority Goal 2,CF Priority Goal 3,CDC Maps,Mapping Status
2011,Populus balsamifera ssp. trichocarpa / Salix spp. Dry Submaritime,black cottonwood / willows Dry Submaritime,C2A2BPTSS1,GNR,NA,S2S3,31/10/2004,11/07/2002,Blue,NA,NA,CWHds1/10;CWHds2/10,CCR;CPR;EPR;FRL;HOR;KIM;KIR;LPR;NCF;NEU;NPR;NWC;SPR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,1;2;3;5,CXRD;STRD;PWRD;SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Hope;Pemberton;Whistler;Kent;Squamish,"Riparian, Forest",NA,Eco Protect; Inventory; Plan; Review Use,2,2,6,3,N,NA
2011,Populus balsamifera ssp. trichocarpa / Symphoricarpos albus - Cornus stolonifera,black cottonwood / common snowberry - red-osier dogwood,CEBC000174,GNR,NA,S1,25/05/2010,11/07/2002,Red,NA,NA,BGxh2/07,GUU;PAR;THB,DCS;DKA,2,TNRD,Cache Creek;Ashcroft;Kamloops;Logan Lake,"Riparian, Forest",NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,1,2,6,1,N,NA
2011,Populus balsamifera ssp. trichocarpa / Symphoricarpos albus - Rosa spp.,black cottonwood / common snowberry - roses,CEBC003093,GNR,NA,S2,NA,25/05/2010,Red,NA,NA,BGxh1/Fm01;BGxh2/Fm01;BGxh3/Fm01;BGxw1/Fm01;BGxw2/Fm01;ICHmk4/Fm01;IDFmw1/Fm01;IDFxh1/Fm01;IDFxh4/Fm01;PPxh3/Fm01,BBT;CPK;ELV;EPM;FLV;FRB;GUU;HOR;MCR;NIB;NOB;NOH;OKR;PAR;SFH;SHB;SOB;SOH;SPK;SPM;SRH;THB;UCV;WOU,DAB;DCC;DCH;DCO;DCS;DKA;DKL;DMH;DOS;DRM,3;4;5;8,EKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD,Cache Creek;Ashcroft;Spallumcheen;Enderby;Armstrong;Lumby;Grand Forks;Osoyoos;Penticton;West Kelowna;Kamloops;Kelowna;Salmon Arm;Kimberley;Princeton;Vernon;Summerland;Lake Country;Midway;Coldstream;Oliver;Keremeos;Merritt;Peachland;Logan Lake;Fernie,"Riparian, Forest",NA,Eco Protect; Eco Restore; Plan; Rev Status,1,1,6,2,N,NA
2011,Populus tremuloides / Achnatherum richardsonii - Geum triflorum,trembling aspen / spreading needlegrass - old man's whiskers,CEBC000878,G2,NA,S2,31/10/2004,31/07/2002,Red,NA,NA,BGxw2/00;IDFxm/00,CAB;CHP;FRB;PAR;QUL,DCC;DCH;DCS;DMH;DQU,3;5,TNRD;CBRD,Williams Lake,"Woodland, Forest",Y,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2011,Populus tremuloides / Malus fusca / Carex obnupta,trembling aspen / Pacific crab apple / slough sedge,CEBC001060,G1G2,NA,S1S2,31/10/2004,26/07/2002,Red,NA,NA,CDFmm/00;CWHxm1,NAL;SGI,DCR;DSI,1,CVRD;RDN;CXRD,Cumberland;Lantzville;Qualicum Beach;Comox;Parksville;Courtenay;Ladysmith;Nanaimo,"Wetland, Shrub",Y,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Status Rpt,1,2,6,1,Y,NA
2011,Populus tremuloides / Philadelphus lewisii,trembling aspen / mock-orange,CEBC001051,G1,NA,S1,31/10/2004,26/07/2002,Red,NA,NA,IDFxh1/00,NOB,DOS,8,CORD,Kelowna,Forest,Y,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,1,2,6,1,N,NA
2011,Populus tremuloides - Populus balsamifera ssp. trichocarpa / Symphoricarpos albus / Equisetum arvense,trembling aspen - black cottonwood / common snowberry / common horsetail,CEBC000417,GNR,NA,S1,31/10/2004,11/07/2002,Red,NA,NA,PPdh1/06,NOH,DAB,8,KBRD,Grand Forks;Midway,"Riparian, Forest",NA,Eco Protect; Eco Restore; Inventory; Private Land; Review Use,1,1,6,2,N,NA
2011,Populus tremuloides / Symphoricarpos albus / Osmorhiza berteroi,trembling aspen / common snowberry / mountain sweet-cicely,CEBC001050,G3?,NA,S1,31/10/2004,25/07/2002,Red,NA,NA,IDFxh1/00,HOR;NIB;NOB;NOH;OKR;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD,Spallumcheen;Armstrong;Lumby;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,"Riparian, Forest",NA,Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,1,3,6,1,N,NA
2011,Populus tremuloides / Symphoricarpos albus / Poa pratensis,trembling aspen / common snowberry / Kentucky bluegrass,CEBC000882,GNR,NA,S2,31/10/2004,21/04/1995,Red,NA,NA,BGxw1/08;IDFdk1a/94;IDFxh1a/98;IDFxh2a/95,GUU;NIB;NOB;OKR;PAR;SHB;SOB;THB,DCS;DKA;DOS,3;8,SLRD;TNRD;CORD;NORD;CSRD;OSRD,Spallumcheen;Kamloops;Kelowna;Vernon;Lake Country;Coldstream;Merritt,"Riparian, Forest",NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,N,NA
2011,Pseudoroegneria spicata - Anemone occidentalis,bluebunch wheatgrass - western pasqueflower,C5B2CASPO1,GNR,NA,S1,31/10/2004,11/07/2002,Red,NA,NA,ESSFxc2,GUU,DKA,3,TNRD,Logan Lake,"Grassland, Herbaceous",NA,Classification; Monitor Trend; Plan; Status Rpt,2,2,6,2,N,NA
2011,Pseudoroegneria spicata - Balsamorhiza sagittata,bluebunch wheatgrass - arrowleaf balsamroot,C5B2CASBS1,G2,NA,S2,31/10/2004,21/06/2002,Red,NA,NA,IDFxh1a/93;IDFxm/00;PPdh1/03;PPxh1/00K,CAB;CHP;FRB;NOB;NOH;OKR;PAR;QUL;SHB;SOB;THB,DAB;DCC;DCH;DCS;DKA;DMH;DOS;DQU,3;5;8,TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD,Spallumcheen;Grand Forks;Osoyoos;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Midway;Coldstream;Williams Lake;Peachland,"Grassland, Herbaceous",NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,Y,NA
2011,Pseudoroegneria spicata - Koeleria macrantha,bluebunch wheatgrass - junegrass,CEBC000001,G2,NA,S2,31/10/2004,31/07/2002,Red,NA,NA,BGxh1/00;BGxh3/00;BGxw1/01;BGxw2/01;IDFdk1a/92;IDFdk3/00;IDFdm1/02;IDFun/00;IDFxh2a/00;IDFxh2a/92;IDFxm/00;MSxk/03;PPdh2/02a;PPdh2/02b,CAB;CAP;CCR;CHP;EKT;ELV;FRB;GUU;HOR;NIB;NOB;NOH;NTU;OKR;PAR;QUL;SCR;SFH;SOB;SOH;THB;TRU;WOU,DAB;DCC;DCH;DCS;DKA;DMH;DOS;DQU;DRM,3;4;5;8,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD,Cranbrook;100 Mile House;Greenwood;Clinton;Osoyoos;Penticton;Kamloops;Kimberley;Midway;Oliver;Williams Lake;Keremeos;Merritt;Sparwood;Logan Lake,"Grassland, Herbaceous",NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,2,6,2,Y,NA
2011,Pseudoroegneria spicata - Selaginella densa,bluebunch wheatgrass - compact selaginella,C5B2BASSD1,G4,NA,S4,31/03/2001,26/09/1994,Yellow,NA,NA,BGxh1/03;BGxh2/02;BGxw1/02,GUU;NIB;NOB;OKR;PAR;SOB;THB,DCS;DKA;DOS,2;3;8,TNRD;OSRD,Cache Creek;Ashcroft;Osoyoos;Penticton;Kamloops;Oliver;Keremeos;Merritt;Logan Lake,"Grassland, Herbaceous",Y,No New Actn,3,3,4,5,Y,NA
2011,Pseudotsuga menziesii - Abies lasiocarpa / Calamagrostis rubescens,Douglas-fir - subalpine fir / pinegrass,CEBC003013,GNR,NA,S4,05/07/2004,05/07/2004,Yellow,NA,NA,MSxk/05,CAB;CAP;CCR;GUU;HOR;NIB;NTU;OKR;PAR;SCR;TRU;WOU,DCC;DCS;DKA;DMH;DOS,3;5;8,SLRD;TNRD;OSRD,Logan Lake,Forest,NA,Classification; Monitor Trend; Review Use,2,3,2,4,N,NA
2011,Pseudotsuga menziesii - Abies lasiocarpa / Paxistima myrsinites / Calamagrostis rubescens,Douglas-fir - subalpine fir / falsebox / pinegrass,CEBC003012,GNR,NA,S5,27/04/2007,27/04/2007,Yellow,NA,NA,ESSFmw/03,CCR;CPR;EPR;HOR;KIM;LPR;NEU;NPR;SCR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,2;3;5;8,CXRD;STRD;SLRD;TNRD;CBRD;MWRD;CCRD;OSRD;FVRD,Whistler,Forest,NA,Monitor Trend,6,6,6,6,N,NA
2011,Pseudotsuga menziesii - Abies lasiocarpa / Vaccinium membranaceum,Douglas-fir - subalpine fir / black huckleberry,CEBC000150,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,SBSmw/02,BOV;NAU;NEL;QUL,DCC;DPG;DQU,5;7,CBRD;BNRD;FFRD,NA,Forest,P,Monitor Trend,2,2,4,4,N,NA
2011,Pseudotsuga menziesii / Acer glabrum - Cornus stolonifera,Douglas-fir / Douglas maple - red-osier dogwood,C1A9CPMBP1,GNR,NA,S2,08/07/2004,08/07/2004,Red,NA,NA,IDFxh1/08,HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Armstrong;Lumby;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,"Riparian, Forest",NA,Classification; Eco Protect; Eco Restore; Monitor Trend; Plan; Private Land; Review Use; Status Rpt,2,4,6,2,N,NA
2011,Pseudotsuga menziesii / Acer glabrum / Hylocomium splendens,Douglas-fir / Douglas maple / step moss,CEBC000143,G2,NA,S2,08/06/2004,08/06/2004,Red,NA,NA,SBSmh/04,BOV;CAP;NAU;NEL;QUL,DCC;DPG;DQU,5;7,CBRD;FFRD,Quesnel;Prince George,Forest,Y,Eco Protect; Inventory; Private Land; Review Use,1,1,6,2,N,NA
2011,Pseudotsuga menziesii / Acer glabrum / Prosartes hookeri,Douglas-fir / Douglas maple / Hooker's fairybells,C1A9CPMDH1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,CWHds1/04;CWHds2/04;IDFww/04,CCR;CPR;EPR;FRL;HOR;KIM;KIR;LPR;NCF;NEU;NPR;NWC;SPR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,1;2;3;5;8,CXRD;STRD;PWRD;SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Hope;Pemberton;Whistler;Kent;Squamish,Forest,NA,Eco Protect; Inventory; Plan; Review Use,2,3,6,2,N,NA
2011,Pseudotsuga menziesii / Acer glabrum - Shepherdia canadensis,Douglas-fir / Douglas maple - soopolallie,CEBC000342,GNR,NA,S5,31/03/2001,16/04/1993,Yellow,NA,NA,ESSFdk1/02,COC;ELV;EPM;FLV;MCR;SPK;SPM,DRM,4,EKRD,Elkford;Kimberley;Sparwood,"Woodland, Forest",NA,Classification,6,6,6,6,N,NA
2011,Pseudotsuga menziesii / Amelanchier alnifolia - Paxistima myrsinites,Douglas-fir / saskatoon - falsebox,CEBC003014,GNR,NA,S4,14/03/2008,14/03/2008,Yellow,NA,NA,IDFww/02;IDFww/03,CCR;EPR;HOR;LPR;NPR;WCR,DCH;DCK;DCS;DNI;DSQ,2;3;5;8,SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Pemberton,"Woodland, Forest",NA,Classification,4,4,4,5,N,NA
2011,Pseudotsuga menziesii - Arbutus menziesii,Douglas-fir - arbutus,C1A9CPMAM1,GNR,NA,S2,31/10/2004,31/07/2002,Red,NA,NA,CDFmm/02,FRL;GEL;NAL;SGI;SOG,DCK;DCR;DSC;DSI,1;2,MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Woodland, Forest",NA,Eco Protect; Plan; Private Land; Status Rpt,1,1,6,1,Y,NA
2011,Pseudotsuga menziesii - Betula occidentalis / Acer glabrum,Douglas-fir - water birch / Douglas maple,CEBC000325,GNR,NA,S1,31/10/2004,15/06/2000,Red,NA,NA,PPxh1/08,NOB;OKR;SOB,DCS;DOS,8,CORD;OSRD,Osoyoos;Penticton;West Kelowna;Kelowna;Princeton;Summerland;Lake Country;Peachland,"Forest, Riparian",NA,Classification; Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,1,2,6,1,N,NA
2011,Pseudotsuga menziesii / Calamagrostis rubescens - Arctostaphylos uva-ursi,Douglas-fir / pinegrass - kinnikinnick,C2A2BCRAU1,GNR,NA,S3,07/06/2004,07/06/2004,Blue,NA,NA,IDFdm1/04,NOB;NOH;SFH;SOB;SOH,DAB;DOS,8,CORD;NORD;KBRD;OSRD,Greenwood;Midway,"Woodland, Forest",NA,Eco Restore; Inventory; Review Use,2,4,2,3,N,NA
2011,Pseudotsuga menziesii / Calamagrostis rubescens - Aster conspicuus,Douglas-fir / pinegrass - showy aster,C2A2BCRAC1,GNR,NA,S3S4,08/06/2004,08/06/2004,Yellow,NA,NA,IDFdk3/06;SBPSmk/03;SBSdw2/04;SBSmc1/03,CAB;CAP;CCR;CHP;FRB;NAU;PAR;QUH;QUL;SCR;TRU;WCU,DCC;DCH;DCS;DKA;DMH;DPG;DQU;DVA,3;5;7,SLRD;TNRD;CBRD;BNRD;FFRD,100 Mile House;Clinton;Williams Lake,"Forest, Woodland",NA,Inventory,3,3,4,4,N,NA
2011,Pseudotsuga menziesii / Calamagrostis rubescens - Linnaea borealis,Douglas-fir / pinegrass - twinflower,C2A2BCRLB1,GNR,NA,S3,07/06/2004,07/06/2004,Blue,NA,NA,ICHmk1/03;IDFdm1/01;IDFdm2/01,BBT;CPK;EKT;ELV;EPM;FLV;MCR;NOB;NOH;SFH;SHB;SOB;SOH;SPK;SPM;SRH;UCV;WOU,DAB;DCO;DKL;DOS;DRM,3;4;8,EKRD;CORD;NORD;CSRD;KBRD;OSRD,Cranbrook;Spallumcheen;Invermere;Radium Hot Springs;Greenwood;Canal Flats;Salmon Arm;Kimberley;Midway,Forest,NA,Eco Restore; Inventory; Plan; Review Use; Status Rpt,2,4,2,3,N,NA
2011,Pseudotsuga menziesii / Calamagrostis rubescens / Pleurozium schreberi,Douglas-fir / pinegrass / red-stemmed feathermoss,CEBC000266,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,IDFdk1/04;IDFdk2/04;IDFmw1/04;IDFmw2/03;IDFxh2/06;IDFxm/01;IDFxw/05,CAB;CAP;CHP;FRB;GUU;HOR;NIB;NOB;NOH;NSH;NTU;OKR;PAR;QUH;QUL;SCR;SHB;SOB;SRH;THB;TRU;WOU,DCC;DCH;DCK;DCS;DHW;DKA;DMH;DOS;DQU,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;OSRD,Ashcroft;Spallumcheen;Chase;Enderby;Clinton;Barriere;Clearwater;West Kelowna;Sun Peaks Mountain Resort;Kamloops;Salmon Arm;Lake Country;Coldstream;Williams Lake;Merritt;Logan Lake;Lytton;Lillooet,"Forest, Woodland",NA,Monitor Trend; Plan,2,4,2,4,N,NA
2011,Pseudotsuga menziesii / Juniperus communis / Calamagrostis rubescens,Douglas-fir / common juniper / pinegrass,C2A2BJCCR1,GNR,NA,S4,21/06/2004,22/09/1994,Yellow,NA,NA,ICHmk2/02;IDFdk1/03;MSdc1/02;MSxk/02,CAB;CAP;CCR;GUU;HOR;LPR;NIB;NOB;NSH;NTU;OKR;PAR;SCR;SOB;THB;TRU;WOU,DCC;DCS;DHW;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;OSRD,Sun Peaks Mountain Resort;Salmon Arm;Logan Lake,"Woodland, Forest",NA,Classification,4,4,4,5,N,NA
2011,Pseudotsuga menziesii / Juniperus communis / Cladina spp.,Douglas-fir / common juniper / reindeer lichens,C2A2BJCCL1,GNR,NA,S4,08/07/2004,08/07/2004,Yellow,NA,NA,ICHmw3/02,CAM;CAP;CCM;NKM;NSH;NTU;QUH;SHB;SRH,DAB;DCO;DHW;DKA;DMH;DOS,3;4;5;8,TNRD;NORD;CSRD;CBRD,Revelstoke,"Woodland, Forest",NA,Classification; Monitor Trend,4,4,4,5,N,NA
2011,Pseudotsuga menziesii / Juniperus communis / Cladonia spp.,Douglas-fir / common juniper / clad lichens,CEBC000098,GNR,NA,S2,06/07/2004,22/09/1994,Red,Y (Jun 2006),NA,IDFxm/03,CAB;CHP;FRB;QUL,DCC;DCH;DCS;DMH;DQU,5,TNRD;CBRD,Williams Lake,"Woodland, Forest",NA,Classification; Eco Protect; Inventory; Monitor Trend; Private Land,2,2,6,2,N,NA
2011,Pseudotsuga menziesii / Juniperus scopulorum / Arctostaphylos uva-ursi,Douglas-fir / Rocky Mountain juniper / kinnikinnick,C2A2BJCAU1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFdk3/02,CAB;CAP;CCR;CHP;FRB;PAR;SCR;TRU,DCC;DCS;DKA;DMH;DQU,3;5,SLRD;TNRD;CBRD,100 Mile House;Clinton;Williams Lake,"Woodland, Forest",NA,Classification; Monitor Trend,1,1,6,3,N,NA
2011,Pseudotsuga menziesii / Juniperus scopulorum / Artemisia frigida,Douglas-fir / Rocky Mountain juniper / prairie sagewort,CEBC000064,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,IDFdk4/03;IDFdk4/04;IDFxm/04,CAB;CCR;CHP;FRB;QUL,DCC;DCH;DCS;DMH;DQU,5,TNRD;CBRD,Williams Lake,"Woodland, Forest",NA,Classification; Monitor Trend,3,3,4,4,N,NA
2011,Pseudotsuga menziesii / Juniperus scopulorum / Penstemon fruticosus,Douglas-fir / Rocky Mountain juniper / shrubby penstemon,CEBC000063,GNR,NA,S3,08/07/2004,31/07/2002,Blue,NA,NA,IDFdk3/03;IDFdk4/02;IDFxm/02,CAB;CAP;CCR;CHP;FRB;PAR;QUL;SCR;TRU,DCC;DCH;DCS;DKA;DMH;DQU,3;5,SLRD;TNRD;CBRD,100 Mile House;Clinton;Williams Lake,"Woodland, Forest",NA,Classification; Eco Restore; Inventory,2,3,2,3,N,NA
2011,Pseudotsuga menziesii / Juniperus scopulorum / Pseudoroegneria spicata,Douglas-fir / Rocky Mountain juniper / bluebunch wheatgrass,C2A2BJSAS1,GNR,NA,S2S3,07/06/2004,07/06/2004,Blue,NA,NA,IDFxw/01,CAB;FRB;PAR;TRU,DCC;DCS;DKA;DMH,3;5,SLRD;TNRD,Clinton,Forest,NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use,2,5,6,2,N,NA
2011,Pseudotsuga menziesii - Larix occidentalis / Calamagrostis rubescens,Douglas-fir - western larch / pinegrass,C2A2BPMSX1,GNR,NA,S2,17/06/2004,17/06/2004,Red,NA,NA,IDFdm1/05;IDFdm2/04,EKT;ELV;EPM;FLV;MCR;NOB;NOH;SFH;SOB;SOH;SPK;SPM;UCV,DAB;DOS;DRM,4;8,SLRD;TNRD,Cranbrook;Invermere;Radium Hot Springs;Greenwood;Canal Flats;Kimberley;Midway,Forest,NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,5,6,2,N,NA
2011,Pseudotsuga menziesii / Mahonia nervosa,Douglas-fir / dull Oregon-grape,C1A9CPMGS1,G2,NA,S2,20/05/2010,15/06/2000,Red,Y (Jun 2006),NA,CDFmm/01;CWHxm1,FRL;GEL;NAL;SGI;SOG,DCK;DCR;DSC;DSI,1;2,MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,Forest,Y,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Review Use; Status Rpt,1,1,6,2,Y,NA
2011,Pseudotsuga menziesii / Mahonia nervosa / Cryptogramma acrostichoides,Douglas-fir / dull Oregon-grape / parsley fern,CEBC000371,GNR,NA,S2?,31/10/2004,15/06/2000,Red,NA,NA,ICHdw1/02,CCM;NOH;SCM;SFH;SPM,DAB;DKL;DRM,4;8,EKRD;CKRD;KBRD,Castlegar;Slocan;New Denver;Silverton;Kaslo;Salmo;Creston;Fruitvale;Trail;Rossland;Montrose;Warfield;Nelson,"Woodland, Forest",NA,Eco Restore; Inventory; Review Use,2,2,6,2,N,NA
2011,Pseudotsuga menziesii / Melica subulata,Douglas-fir / Alaska oniongrass,C1A9CPMMS1,G1,NA,S1,29/03/2006,15/06/2000,Red,Y (Jun 2006),NA,CDFmm/03,NAL;SGI,DSI,1,CRD;CVRD;RDN;CXRD,Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Woodland, Forest",Y,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Status Rpt,1,1,6,1,Y,NA
2011,Pseudotsuga menziesii / Penstemon fruticosus - Calamagrostis rubescens,Douglas-fir / shrubby penstemon - pinegrass,CEBC000229,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,ICHmk1/02;IDFmw1/03;MSdm1/02,BBT;CPK;ELV;EPM;FLV;MCR;NOB;NOH;SFH;SHB;SOH;SPK;SPM;SRH;UCV;WOU,DAB;DCO;DKL;DOS;DRM,3;4;8,EKRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Enderby;Salmon Arm;Lake Country;Coldstream,"Woodland, Forest",NA,Classification; Monitor Trend,2,3,2,3,N,NA
2011,Pseudotsuga menziesii - Picea engelmannii x glauca / Calamagrostis rubescens,Douglas-fir - hybrid white spruce / pinegrass,CEBC000117,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,SBSdw1/01;SBSdw2/01;SBSdw3/01,BAU;BUB;CAB;CAP;NAU;NEL;QUH;QUL;TRU,DCC;DHW;DJA;DKA;DMH;DND;DPG;DQU;DVA,3;5;6;7,TNRD;CBRD;BNRD;FFRD,Quesnel;Fort St. James;Fraser Lake;Vanderhoof;Prince George,Forest,P,No New Actn,3,3,4,5,N,NA
2011,Pseudotsuga menziesii - Picea engelmannii x glauca / Oryzopsis spp.,Douglas-fir - hybrid white spruce / ricegrasses,CEBC000112,GNR,NA,S4,05/04/2006,22/09/1994,Yellow,NA,NA,SBSdh1/01;SBSdw1/05;SBSdw3/04;SBSmk1/05,BAU;BOV;BUB;CAM;CAP;MAP;MCP;NAU;NEL;NPK;PAT;QUH;QUL;SOM;TRU;UFT,DCC;DHW;DJA;DKA;DMH;DMK;DND;DPG;DQU;DVA,3;5;6;7,TNRD;CBRD;BNRD;FFRD;PRRD,Valemount;Quesnel;Mackenzie;Fort St. James;Fraser Lake;Vanderhoof;McBride;Prince George,Forest,P,Classification; Monitor Trend; Plan; Review Use,2,3,2,4,N,NA
2011,Pseudotsuga menziesii - Picea engelmannii x glauca / Paxistima myrsinites,Douglas-fir - hybrid white spruce / falsebox,CEBC000149,GNR,NA,S3,27/01/2005,27/01/2005,Blue,NA,NA,SBSmw/01,BOV;NAU;NEL;QUL,DCC;DPG;DQU,5;7,CBRD;BNRD;FFRD,NA,Forest,P,Monitor Trend; Plan,2,2,2,3,N,NA
2011,Pseudotsuga menziesii - Picea engelmannii x glauca / Ptilium crista-castrensis,Douglas-fir - hybrid white spruce / knight's plume,CEBC000152,G3,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,SBSmk1/04;SBSmw/04;SBSwk1/04,BAU;BOV;CAM;MAP;MCP;NAU;NEL;NHR;PAT;QUL;SHR;SOM,DCC;DHW;DJA;DMK;DPG;DQU;DVA,5;7,CBRD;BNRD;FFRD;PRRD,Mackenzie;Wells;Prince George,Forest,Y,Monitor Trend; Review Use,2,2,2,3,N,NA
2011,Pseudotsuga menziesii - Picea engelmannii x glauca / Rhytidiadelphus triquetrus,Douglas-fir - hybrid white spruce / electrified cat's-tail moss,CEBC000630,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,SBSdw2/05,CAB;CAP;NAU;QUL,DCC;DMH;DPG;DQU;DVA,5;7,CBRD;BNRD;FFRD,NA,Forest,P,Classification; Monitor Trend; Review Use,2,2,2,3,N,NA
2011,Pseudotsuga menziesii - Picea engelmannii x glauca / Rubus parviflorus,Douglas-fir - hybrid white spruce / thimbleberry,CEBC000113,GNR,NA,S3,08/07/2004,08/07/2004,Blue,NA,NA,SBSdh1/06;SBSdw1/06;SBSmh/01;SBSmh/05;SBSmh/06;SBSvk/03;SBSwk3/03;SBSwk3a/01;SBSwk3a/03,BAU;BOV;CAM;CAP;ESM;MAP;MCP;MIR;NAU;NEL;NHR;NPK;PAT;QUH;QUL;SHR;SSM;TRU;UFT,DCC;DHW;DJA;DKA;DMH;DMK;DND;DPG;DQU,3;5;6;7,TNRD;CBRD;BNRD;FFRD;SKRD,Valemount;Quesnel;Mackenzie;McBride;Prince George,Forest,P,Inventory,2,2,6,4,N,NA
2011,Pseudotsuga menziesii - Pinus contorta / Arctostaphylos uva-ursi Dry Submaritime,Douglas-fir - lodgepole pine / kinnikinnick Dry Submaritime,C1A9CPMAU1,G2G4,31/03/2005,S2,31/10/2004,15/06/2000,Red,NA,NA,CWHds1/02;CWHds2/02,CCR;CPR;EPR;FRL;HOR;KIM;KIR;LPR;NCF;NEU;NPR;NWC;SPR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,1;2;3;5,CXRD;STRD;PWRD;SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Hope;Pemberton;Whistler;Kent;Squamish,"Woodland, Forest",Y,Monitor Trend,1,1,6,2,N,NA
2011,Pseudotsuga menziesii - Pinus contorta / Arctostaphylos uva-ursi Moist Submaritime,Douglas-fir - lodgepole pine / kinnikinnick Moist Submaritime,C2A2BPMAU1,GNR,NA,S3,31/10/2004,31/03/2001,Blue,NA,NA,CWHms1/02;CWHms2/02,CPR;EPR;HOR;KIM;KIR;LPR;NCF;NPR;NWC;SPR,DCK;DCS;DNI;DSC;DSQ,2;3;5;8,CXRD;STRD;PWRD;SLRD;TNRD;CCRD;FVRD,Hope;Pemberton;Whistler;Chilliwack,"Woodland, Forest",NA,Eco Protect; Inventory; Plan,1,1,6,2,N,NA
